PlaceNumber,Class,PlaceName,LineNumber,Station,Address,Telephone,Image,Website,OpeningHours,Fee,Closed,PayFree
565,공연/전시장,충정로난타극장,5,충정로역,서울 서대문구 충정로3가 476,02-739-8288,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100529&thumb=Y,http://nanta.i-pmc.co.kr/,월~일요일 및 공휴일 5시 8시,,,유료
566,유적지,충헌공김구묘역,9,한성백제역,서울 송파구 올림픽로 424,,,,,,,
567,미술관,카이스갤러리,수인분당,압구정로데오역,서울 강남구 청담동 99-5,02-511-0668,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100063&thumb=Y,http://www.caisart.com/,10:00 ~ 18:00,,일요일 공휴일 (전시기간 무휴),유료
568,기타,카페 1257,7,학동역,서울 강남구 학동로 146,02-6952-1251,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=025757b592d5461d9c09fddbb3accb2f&thumb=Y,https://www.instagram.com/space_1257/,,0,일부 공휴일,무료
569,박물관/기념관,충무아트센터,3,압구정역,서울 강남구 언주로 827,02-547-9177,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100064&thumb=Y,www.spacec.co.kr,,,일요일명절 휴관,
570,공연/전시장,코엑스 오디토리움,9,봉은사역,서울 강남구 삼성동 159,02-6000-0114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100020&thumb=Y,www.coex.co.kr,,,,유료
571,미술관,코엑스전시장,2,삼성역,서울 강남구 삼성동 159-1,02-6000-0114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100026&thumb=Y,http://www.coex.co.kr,10:00 ~ 17:00,행사 또는 주최사 마다 다름,연중무휴,유료
572,공연/전시장,크리에이터스 스페이스,6,안암역,서울 동대문구 안암로 86-1,010-7401-3383,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f439e5a6e3e4ee59e5bf02caa162837&thumb=Y,https://creatorsspace.co.kr/,,공간별 다름,없음,유료
573,미술관,킵인터치 서울,3,안국역,서울 종로구 북촌로1길 13,010-9133-3209,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101417&thumb=Y,keepintouchseoul.com,,,월요일,
574,박물관/기념관,태권도기념관,"2, 신분당",강남역,서울 강남구 역삼동 635,02-567~1058,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100049&thumb=Y,www.kukkiwon.or.kr,하절기 09:00 ~ 18:00동절기 09:00 ~ 17:00토요일 09:00 ~ 12:00,무료,일요일 공휴일,무료
575,유적지,태릉.강릉,6,화랑대역,서울 노원구 화랑로 681,02-948-5668,,,,,,
576,미술관,토탈미술관,3,경복궁역,서울 종로구 평창동 465-2,02-379-3994,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100484&thumb=Y,http://www.totalmuseum.org/,화~일 11:00~18:00,2000원,월요일신정 추석 전시준비기간,유료
577,미술관,토포하우스,3,안국역,서울 종로구 관훈동 184,02-722-9883,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100358&thumb=Y,,11:00 ~ 18:30,무료,전시시 무휴,무료
578,미술관,통의동 보안여관,3,경복궁역,서울 동대문구 청계천로 517,02-720-8409,,,,,,
579,공연/전시장,팝콘D스퀘어,"1, 경의중앙",용산역,서울 용산구 한강대로23길 55,02-6373-3000,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101071&thumb=Y,http://www.popcond.com/,,,,
580,박물관/기념관,평강성서유물박물관,1,오류동역,서울 구로구 오류동 150-15,02-2686-9496,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100119&thumb=Y,www.apm.or.kr,10:00~17:00,일반 2000원초중학생 1000원,월요일,유료
581,공연/전시장,평화문화진지,"1, 7",도봉산역,서울 도봉구 마들로 932,02-3494-1970,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101139&thumb=Y,http://dbfac.websave.co.kr/bbs/board.php?bo_table=34,,,매주 월요일 1월1일 설날/추석 당일 *단 월요일이 공휴일인 경우 그 다음의 평일이 휴관,
582,미술관,포스코미술관,"2, 수인분당",선릉역,서울 강남구 대치동 892,02-3457-0793,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100016&thumb=Y,http://www.poscoartmuseum.org/,개관시간 10시~19시(토요일 11시~16시),무료,일요일공휴일,무료
583,공연/전시장,폴리미디어씨어터,4,혜화역,서울 종로구 동숭동 1-75,02-785-2305,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100371&thumb=Y,,1F 윈 (10:30 ~ 23:00)34F 크래프트 스페이스 목금토 갤러리 (10:30 ~ 18:00),,공휴일,유료
584,공연/전시장,폼텍웍스홀,"2, 6",합정역,서울 마포구 잔다리로3길 34,02-323-3644,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101285&thumb=Y,www.workshall.co.kr/,,,,
585,미술관,표갤러리,3,경복궁역,서울 용산구 이태원동 258-79,02-543-7337,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100037&thumb=Y,http://www.pyoart.com/,09:30 ~ 19:00,,일요일 * 전시있을 경우 (10:00 ~ 18:00),유료
586,공연/전시장,플랫폼창동61,"1, 4",창동역,서울 도봉구 마들로11길 74,02-993-0561,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c294ff39cae34675b163eb7043b92d9b&thumb=Y,http://www.platform61.kr/,,,매주 월요일 정기 휴관일 ,무료
587,미술관,필갤러리(Fill Gallery),경의중앙,한남역,서울 용산구 유엔빌리지길 24,02-795-0046,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101091&thumb=Y,http://www.fillgallery.com/wp/,,,일요일 공휴일,
588,공연/전시장,하라스튜디오,"1, 7",가산디지털단지역,서울 금천구 가산디지털1로 181,02-6281-6776,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=86b2231f707b4ba7b11f1059eccca380&thumb=Y,http://harastudio.co.kr,,0,공휴일,무료
589,미술관,학고재,3,안국역,서울 종로구 소격동 70,02-720-2024,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100436&thumb=Y,http://www.hakgojae.com/,하절기(3월-11월)월-금: 오전 9시-오후 7시토: 오전 9시 ？ 오후 6시일: 휴관/전시 기간 중 무휴 오전 10시-오후 6시동절기(12월-2월) 월-토: 오전 10시-오후 6시일: 휴관/전시 기간 중 무휴 오전 10시-오후 6시,무료,일요일,무료
590,기타,한강공원,수인분당,서울숲역,서울 성동구 강변북로 257,02-120,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101372&thumb=Y,https://hangang.seoul.go.kr/,,,,
591,박물관/기념관,한국가구박물관,4,한성대입구역,서울 성북구 성북동 330-577,02-766-0168,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100231&thumb=Y,,13:00 ~ 17:00,무료,,무료
592,박물관/기념관,한국금융사박물관,5,광화문역,서울 중구 태평로1가 62-12,02-738-6806,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100544&thumb=Y,www.shinhanmuseum.co.kr,월~토 10:00~18:00,무료,일요일 및 공휴일,무료
593,박물관/기념관,한국미술박물관,3,안국역,서울 종로구 창덕궁길 73,02-766-6000,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100466&thumb=Y,www.kartm.co.kr,,일반 5000원학생 3000원,월요일추석 설 연휴,유료
594,박물관/기념관,한국분재박물관,신분당,양재역,서울 서초구 신흥안길 40-10,02-577-0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100216&thumb=Y,www.bonsaitv.com,※ 하절기 (3월~10월) : 09:00~19:00  일요일(12:00~19:00)※ 동절기 (11월~2월) : 09:00~17:00  일요일(12:00~17:00),무료,없음,무료
595,박물관/기념관,한국불교역사문화기념관,3,안국역,서울 종로구 견지동 45,02-2011-1960,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100328&thumb=Y,www.buddhism.or.kr/,09:00~18:00,성인 2000원학생 1000원,매주 월요일1월 1일,유료
596,기타,한국영상자료원,경의중앙,수색역,서울 마포구 월드컵북로 400,02-3153-2001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fb8745e0cc624de9885e6210d1434123&thumb=Y,www.koreafilm.or.kr,,0, 매주 월요일 1월 1일 설/추석 연휴 및 특별한 사유로 원장이 지정하는 날,무료
597,박물관/기념관,한국영화박물관,경의중앙,수색역,서울 마포구 상암동 1602,02-3153-2031,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100670&thumb=Y,http://www.koreafilm.or.kr/museum,화~금 10:00~19:00 토~일 10:00~18:00,무료,월요일 신정 설 추석 연휴,무료
598,박물관/기념관,한국은행 화폐금융박물관,4,회현역,서울 중구 남대문로3가 110,02-759-4881,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100504&thumb=Y,http://museum.bok.or.kr,10:00~17:00,무료,월요일 공휴일 근로자의날12월 29일부터 다음해 1월 2일,무료
599,공연/전시장,한국의 집 민속극장,"3, 4",충무로역,서울 중구 필동2가 80-2,02-2266-9101~3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100547&thumb=Y,www.koreahouse.or.kr,월~ 토 1부:19:00~20:00              2부 20:50~21:50일 1부 20:00~21:00,,,유료
600,박물관/기념관,한국천주교순교자박물관,"2, 6",합정역,서울 마포구 합정동 96-1,02-3142-4434,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100176&thumb=Y,www.jeoldusan.or.kr,,,월요일,
601,박물관/기념관,한국천주교순교자박물관,"2, 6",합정역,서울 마포구 토정로 6,02-3142-4504,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101453&thumb=Y,www.jeoldusan.or.kr,,,매주 월요일,유료
602,미술관,한미사진미술관,9,한성백제역,서울 송파구 방이동 45,02-418-1315,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100241&thumb=Y,http://www.photomuseum.or.kr,평일 10:00~19:00,전시에 따라 변동,전시에 따라 변동,유료
603,박물관/기념관,한상수자수박물관,4,한성대입구역,서울 종로구 가회동 11-32,02-744-1545,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100319&thumb=Y,없음,10:00~18:00,일반 3000원학생 2000원,월요일,유료
604,박물관/기념관,한성백제박물관,9,한성백제역,서울 송파구 위례성대로 71,02-2152-5800,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4cdc3af32d864221b0c5f90cfbcf332f&thumb=Y,baekjemuseum.seoul.go.kr,평일: 오전 9시~오후 9시 토일공휴일: 오전 9시~오후 7시(단 11~2월: 오전 9시~오후 6시),무료,매주 월요일 1월 1일 단 월요일이 공휴일인 경우 휴관하지 않음,무료
605,박물관/기념관,한양대학교 박물관,2,한양대역,서울 성동구 왕십리로 222,02-2220-1394,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101318&thumb=Y,https://museumuf.hanyang.ac.kr/,,,일요일 및 공휴일,
606,박물관/기념관,한양도성 유적전시관,4,회현역,서울 중구 회현동1가 100-267,02-779-9870,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3bec1b73fa64778ac96bc978a98537b&thumb=Y,https://seoulcitywall.seoul.go.kr,,0,1월 1일 설날/추석 당일 ,무료
607,박물관/기념관,한양도성박물관,"1, 4",동대문역,서울 종로구 율곡로 283,02-724-0243,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101400&thumb=Y,http://www.museum.seoul.kr/scwm/NR_index.do,,,매주 월요일 1월 1일,
608,공연/전시장,한전아트센터,"3, 신분당",양재역,서울 서초구 효령로72길 60,02-2105-8131~3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100198&thumb=Y,www.kepco.co.kr/artcenter,10:00~22:00,,없음,유료
609,박물관/기념관,한전아트센터박물관,"3, 신분당",양재역,서울 서초구 서초동 1355,02-2105-8190,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100209&thumb=Y,www.kepco.co.kr/museum,10:00~17:00,무료,월요일설날추석연휴,무료
610,박물관/기념관,함석헌기념관,4,쌍문역,서울 도봉구 도봉로123길 33-6,02-905-7007,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cfa4ea2ba2b746d597ae33b29e495da2&thumb=Y,http://hamsokhon.dobong.go.kr/,,0,매주 월,무료
611,유적지,함양여씨묘역,2,양천구청,서울 구로구 고척동 산6-2,,,,,,,
612,기타,해공체육문화센터,"5, 8",천호역,서울 강동구 천호동 399-1,02-477-2229,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100845&thumb=Y,http://haegonggym.igangdong.or.kr,,,,무료
613,공연/전시장,해바라기 소극장,4,혜화역,서울 종로구 동숭길 76,1600-1716,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101331&thumb=Y,https://cafe.naver.com/crazytwo,,,월요일,
614,공연/전시장,허리우드 스카이쇼,5,서대문역,서울 종로구 삼일대로 428,02-762-7870,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101015&thumb=Y,http://skywatershow.co.kr/,,,연중무휴,
615,유적지,허준기념관,9,가양역,서울 강서구 허준로 87,02-3661-8686,,,,,,
616,박물관/기념관,허준박물관,9,가양역,서울 강서구 가양동 26-5,02-3661-8686,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100915&thumb=Y,http://www.heojun.seoul.kr/eduevent/educationProgramView?sMethod=get&Idx=36,,,없음,
617,유적지,헌인릉,신분당선,양재시민의숲역,서울 서초구 헌인릉길 36-10,02-445-0347,,,,,,
618,박물관/기념관,혜곡최순우 기념관,4,한성대입구역,서울 성북구 성북동 126-20,02-3675-3401,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100232&thumb=Y,www.nt-heritage.org,4~11월 화~토10:00~16:00,무료,매주 일 월요일 추석당일,무료
619,유적지,호국지장사,"4, 9",동작역,서울 동작구 현충로 210,02-814-5257,,,,,,
620,미술관,호리아트스페이스,수인분당,압구정로데오역,서울 강남구 압구정로80길 26,02-511-5482,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61ae37e3663a4719993af1d76b5de595&thumb=Y,horiartspace.com,,0,주말 휴무 / 전시기간 중 변동,무료
621,박물관/기념관,호림박물관,2,신대방역,서울 관악구 신림동 1707,02-858-8309,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100092&thumb=Y,www.horimmuseum.org,10:00~17:00,일반 3000원학생 1000원,월요일1월1일설날당일,유료
622,공연/전시장,홍익대 대학로 아트센터,1,종로5가역,서울 종로구 대학로 57,02-742-0300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101541&thumb=Y,http://www.hongikartcenter.com/main.do,,,없음,무료
623,박물관/기념관,화정박물관,3,경복궁역,서울 종로구 평창동 평창8길 3,02-2075-0114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100487&thumb=Y,www.hjmuseum.or.kr,10:00~18:00,일반 3000원청소년 2000원,월요일신정연휴설연휴추석연휴,유료
624,미술관,환기미술관,3,경복궁역,서울 종로구 부암동 210-8,02-391-7701,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100419&thumb=Y,http://whankimuseum.org/,10:00~18:00,일반 3000원학생 2000원,월요일설날 추석연휴,유료
625,박물관/기념관,황학정 국궁전시관,3,경복궁역,서울 종로구 사직로9길 15-32,02-722-1600,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101338&thumb=Y,https://www.jfac.or.kr/site/main/home,,,매주 월요일 및 1월 1일 설날 당일 추석 당일,
626,유적지,효간공이정영묘역,7,남성역,서울 동작구 사당동 산44-7,,,,,,,
627,유적지,효령대군릉,2,방배역,서울 서초구 방배동 산24-2,,,,,,,
628,유적지,효령대군이보묘역,2,방배역,서울 서초구 효령로 135,,,,,,,
629,기타,흑석체육센터,9,흑석역,서울 동작구 흑석동 현충로 73,02-823-2273~4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100824&thumb=Y,http://www.idongjak.or.kr/,평일(월~금) : 06:00~22:00  토요일 : 06:00~21:00/일요일(1주) : 10:00~19:00,,공휴일 및 5주째 일요일,유료
